chromosome	start	end	celltypes
chr6	71800000	71840000	GM12878, LI, NPC, PA
chr6	71920000	71960000	SB
chr6	72120000	72160000	H1, LI
chr6	72200000	72240000	HC, PA
chr6	72240000	72280000	BL, IMR90
chr6	72280000	72320000	AD, LG
chr6	72320000	72360000	MSC, SX
chr6	7240000	7280000	IMR90
chr6	7280000	7320000	BL, HC, MSC, NPC, TRO
chr6	72840000	72880000	IMR90
chr6	72920000	72960000	BL, GM12878, MSC, SX
chr6	72960000	73000000	CO, HC, LV, PA, PO, RV, TRO
chr6	73000000	73040000	AD, AO, LG
chr6	73040000	73080000	LI, MES, NPC
chr6	73080000	73120000	H1, SB
chr6	7320000	7360000	AD, AO, CO, H1, MES
chr6	73320000	73360000	BL
chr6	74040000	74080000	RV, SB
chr6	74080000	74120000	LG, LV
chr6	74160000	74200000	IMR90
chr6	74200000	74240000	AD, BL, CO, MSC, OV, PA
chr6	74240000	74280000	HC, MES, PO
chr6	74320000	74360000	AO, H1, NPC, TRO
chr6	74360000	74400000	LI
chr6	74400000	74440000	GM12878, SB
chr6	74440000	74480000	SX
chr6	75920000	75960000	SX
chr6	75960000	76000000	GM12878, LG, NPC, PO, RV, SB, TRO
chr6	76000000	76040000	AO, BL, CO, H1, LV, MSC
chr6	76040000	76080000	HC, PA
chr6	76400000	76440000	H1
chr6	76440000	76480000	MES
chr6	76480000	76520000	AD, NPC, OV, PA, TRO
chr6	76520000	76560000	AO, BL, CO, IMR90, LI, LV, RV
chr6	76560000	76600000	GM12878, HC, LG, PO
chr6	76600000	76640000	MSC, SB, SX
chr6	7680000	7720000	PO
chr6	7720000	7760000	AD, BL, CO, IMR90, LG, LV, MSC, RV, SB, SX
chr6	7760000	7800000	PA
chr6	78160000	78200000	CO, GM12878
chr6	78200000	78240000	AO, H1, HC, LI, MES, NPC, SX
chr6	78240000	78280000	PA, TRO
chr6	78280000	78320000	AD, MSC
chr6	78320000	78360000	BL, IMR90, LG, LV, OV, RV, SB
chr6	78360000	78400000	PO
chr6	78840000	78880000	BL
chr6	79360000	79400000	GM12878
chr6	79400000	79440000	OV, PO, RV, SX
chr6	79440000	79480000	BL, LG, LV
chr6	79480000	79520000	CO, HC
chr6	79520000	79560000	MSC, NPC, PA, TRO
chr6	79560000	79600000	AD, H1, LI, MES, SB
chr6	79600000	79640000	AO
chr6	79640000	79680000	IMR90
chr6	8000000	8040000	TRO
chr6	8040000	8080000	H1, MES, NPC
chr6	80600000	80640000	AO, IMR90, LG, OV
chr6	80640000	80680000	AD, BL, LV, MSC, RV, SB
chr6	80680000	80720000	MES, PO, SX
chr6	80720000	80760000	CO, H1, PA
chr6	80760000	80800000	GM12878, HC, LI, NPC
chr6	80800000	80840000	TRO
chr6	8120000	8160000	BL, MSC, OV
chr6	8160000	8200000	AD, CO, HC, IMR90, LI, LV, RV
chr6	8200000	8240000	LG, SB
chr6	82360000	82400000	SB
chr6	8240000	8280000	AO, GM12878, PA, PO
chr6	82840000	82880000	GM12878, H1, MES
chr6	82880000	82920000	BL, CO, HC, IMR90, LI, NPC, PA, PO, SX, TRO
chr6	82920000	82960000	AD, AO, LG, LV, MSC, RV, SB
chr6	82960000	83000000	OV
chr6	83760000	83800000	OV
chr6	83840000	83880000	MES
chr6	83880000	83920000	H1, HC, MSC
chr6	83920000	83960000	AO, NPC, TRO
chr6	8400000	8440000	SX
chr6	84280000	84320000	H1, NPC
chr6	84320000	84360000	BL, CO, MES, SB, SX, TRO
chr6	84360000	84400000	AO, GM12878, HC, IMR90, LG, LI, LV, MSC, PA, PO
chr6	84400000	84440000	AD, RV
chr6	84440000	84480000	OV
chr6	84880000	84920000	MSC
chr6	84920000	84960000	IMR90
chr6	84960000	85000000	GM12878, H1, LG, MES, SX
chr6	85920000	85960000	SB
chr6	85960000	86000000	LV
chr6	86000000	86040000	PO, SX
chr6	86040000	86080000	GM12878, LG, RV
chr6	86120000	86160000	OV
chr6	86160000	86200000	AD
chr6	86280000	86320000	BL, NPC, PA, TRO
chr6	86320000	86360000	AO, H1, MES
chr6	86360000	86400000	CO, HC, LI, MSC
chr6	86400000	86440000	GM12878, IMR90
chr6	86560000	86600000	SB
chr6	86600000	86640000	SX
chr6	87680000	87720000	GM12878, HC, IMR90, LG, LV, RV, SB
chr6	87720000	87760000	BL, CO, H1, LI, MSC, NPC, PA, PO, SX
chr6	87760000	87800000	AD, AO, MES, OV, TRO
chr6	88440000	88480000	LG
chr6	89600000	89640000	LG, SX
chr6	89640000	89680000	BL, HC, LV, OV, PA, PO, RV, SB, TRO
chr6	89680000	89720000	AO, CO, GM12878, H1, LI, MES, MSC, NPC
chr6	89720000	89760000	AD, IMR90
chr6	89960000	90000000	CO, LG, TRO
chr6	90000000	90040000	HC, MES
chr6	90040000	90080000	BL, H1, LV, MSC, RV
chr6	90080000	90120000	AO
chr6	90160000	90200000	AD
chr6	90240000	90280000	SB
chr6	90400000	90440000	IMR90
chr6	90440000	90480000	MSC
chr6	90480000	90520000	AD, CO, HC, LG, LV, NPC, OV, PA, PO, SX
chr6	90520000	90560000	BL, MES, RV, TRO
chr6	90560000	90600000	AO, GM12878, H1, LI
chr6	91200000	91240000	H1, MES
chr6	91280000	91320000	LV, OV, RV, TRO
chr6	91320000	91360000	AD, AO, BL, LI, MSC, NPC, PO
chr6	91360000	91400000	CO, GM12878, HC, IMR90, LG, PA, SX
chr6	91400000	91440000	SB
chr6	92840000	92880000	RV
chr6	93200000	93240000	RV, SB
chr6	93320000	93360000	RV
chr6	93440000	93480000	OV
chr6	93480000	93520000	BL, H1, HC, LV, MES, NPC, PA, TRO
chr6	93520000	93560000	CO, GM12878, MSC, SX
chr6	93560000	93600000	AD, LG, PO
chr6	93600000	93640000	LI
chr6	93760000	93800000	AO
chr6	94000000	94040000	IMR90
chr6	94040000	94080000	MES
chr6	94080000	94120000	NPC
chr6	94120000	94160000	H1, SB
chr6	94240000	94280000	CO
chr6	94320000	94360000	LG, RV
chr6	94360000	94400000	LV
chr6	95680000	95720000	AO, OV, PO, SX
chr6	95720000	95760000	AD, BL, IMR90, LG, LI, LV, MSC, PA, RV, TRO
chr6	95760000	95800000	CO, GM12878, H1, HC, MES, NPC, SB
chr6	96440000	96480000	LI
chr6	96800000	96840000	OV
chr6	96960000	97000000	MSC
chr6	97000000	97040000	IMR90, LG, PA
chr6	97040000	97080000	HC, MES
chr6	97080000	97120000	BL, TRO
chr6	97240000	97280000	CO
chr6	97320000	97360000	HC
chr6	97440000	97480000	IMR90
chr6	97480000	97520000	NPC
chr6	97520000	97560000	H1, MES
chr6	97560000	97600000	BL, HC, MSC
chr6	97600000	97640000	LV, RV, TRO
chr6	97840000	97880000	OV, PA, PO
chr6	97880000	97920000	AD, AO, LG
chr6	97920000	97960000	GM12878, LI, MSC
chr6	97960000	98000000	SX
chr6	98000000	98040000	SB
chr6	99720000	99760000	GM12878, SX
chr6	99760000	99800000	AO, CO, IMR90, LG, LI, MSC, NPC, PA, PO, SB, TRO
chr6	99800000	99840000	AD, BL, H1, HC, LV, RV
chr6	99840000	99880000	MES
chr7	10000000	10040000	MES
chr7	100040000	100080000	BL, IMR90, MSC, NPC
chr7	100160000	100200000	CO, MES
chr7	100360000	100400000	MES
chr7	100400000	100440000	HC
chr7	100440000	100480000	H1, NPC, PO, TRO
chr7	100480000	100520000	AD, CO, LI, MSC, OV, PA
chr7	100520000	100560000	BL
chr7	100800000	100840000	OV
chr7	100840000	100880000	AO, H1, IMR90, LV, MES, MSC, NPC, RV, TRO
chr7	100880000	100920000	GM12878, SB
chr7	100920000	100960000	LG, SX
chr7	100960000	101000000	HC
chr7	101000000	101040000	CO, PA, PO
chr7	101200000	101240000	HC
chr7	10200000	10240000	IMR90
chr7	102160000	102200000	PA
chr7	102200000	102240000	BL, CO, GM12878, H1, HC, IMR90, LI, LV, MES, MSC, NPC, RV, TRO
chr7	102240000	102280000	AO, LG, OV, SB
chr7	102280000	102320000	AD, PO, SX
chr7	10240000	10280000	SX
chr7	102760000	102800000	LV
chr7	102800000	102840000	BL, MSC
chr7	102840000	102880000	AO, IMR90, PA
chr7	102920000	102960000	OV, SX
chr7	10320000	10360000	OV
chr7	10360000	10400000	GM12878
chr7	103800000	103840000	HC
chr7	103840000	103880000	AD, CO
chr7	103880000	103920000	GM12878, MES, NPC, PA
chr7	103920000	103960000	H1, TRO
chr7	104440000	104480000	SB
chr7	104480000	104520000	AO, GM12878, HC, LG, OV, SX
chr7	104520000	104560000	BL, CO, LI, LV, PA, PO, RV
chr7	104560000	104600000	AD, IMR90, MSC, NPC, TRO
chr7	104600000	104640000	H1
chr7	104640000	104680000	MES
chr7	10480000	10520000	PO
chr7	105080000	105120000	OV
chr7	105120000	105160000	AD, BL, MES, MSC, PA, RV, SB
chr7	105160000	105200000	AO, H1, IMR90, LG, LV, PO, SX, TRO
chr7	105200000	105240000	GM12878, LI, NPC
chr7	105240000	105280000	CO, HC
chr7	105680000	105720000	AO
chr7	105720000	105760000	AD, GM12878, IMR90, LV, MSC, RV
chr7	105760000	105800000	BL, LG, LI, MES, PA, PO, SB
chr7	105800000	105840000	CO, H1, HC, NPC, OV, TRO
chr7	105840000	105880000	SX
chr7	106320000	106360000	CO, HC, NPC
chr7	106360000	106400000	GM12878, H1
chr7	106400000	106440000	LI, TRO
chr7	106440000	106480000	LV, MES, OV
chr7	106480000	106520000	RV, SX
chr7	106720000	106760000	LV
chr7	106760000	106800000	RV
chr7	106800000	106840000	AD, AO, H1, LG, LI, MES, SB, TRO
chr7	106840000	106880000	GM12878, IMR90, MSC, PA, PO
chr7	106920000	106960000	SX
chr7	107680000	107720000	MES, NPC
chr7	107760000	107800000	H1
chr7	107800000	107840000	CO, GM12878, SX
chr7	107840000	107880000	AO, OV, PO
chr7	107880000	107920000	RV
chr7	107920000	107960000	BL
chr7	108120000	108160000	AO, BL
chr7	108160000	108200000	H1, LI, LV, RV
chr7	108200000	108240000	CO, HC, IMR90, LG, MES, MSC, NPC, PO, TRO
chr7	108240000	108280000	AD, GM12878, PA, SB
chr7	108280000	108320000	SX
chr7	10880000	10920000	PA, SB
chr7	10920000	10960000	LI
chr7	109360000	109400000	AD, IMR90, MSC
chr7	109480000	109520000	H1, HC, NPC, TRO
chr7	109520000	109560000	BL, GM12878, LG, LI, PA
chr7	109560000	109600000	AO
chr7	10960000	11000000	AD, BL, MSC, OV
chr7	109600000	109640000	LV
chr7	109640000	109680000	RV
chr7	109760000	109800000	MES
chr7	109920000	109960000	SB
chr7	110040000	110080000	OV
chr7	110240000	110280000	SX
chr7	110680000	110720000	SB
chr7	111240000	111280000	CO
chr7	111280000	111320000	HC, SX
chr7	111320000	111360000	H1, IMR90, LG, LV, MES, MSC, NPC, OV, PA, PO
chr7	111360000	111400000	AD, BL, LI, RV, TRO
chr7	111400000	111440000	AO, GM12878
chr7	111440000	111480000	SB
chr7	112080000	112120000	GM12878
chr7	112120000	112160000	AD, AO, BL, CO, IMR90, LV, NPC, OV, RV, TRO
chr7	112160000	112200000	HC, LG, LI, MES, MSC, PA, PO, SX
chr7	112200000	112240000	H1
chr7	112560000	112600000	H1
chr7	112600000	112640000	MES, MSC
chr7	112640000	112680000	BL, LI
chr7	11320000	11360000	BL
chr7	113360000	113400000	PO, SB
chr7	113400000	113440000	SX
chr7	113440000	113480000	CO, HC, IMR90, RV, TRO
chr7	113480000	113520000	GM12878, H1, LG, LV, MES, NPC, PA
chr7	113520000	113560000	AD, AO, BL, LI, OV
chr7	113560000	113600000	MSC
chr7	11360000	11400000	AD, LG, LI, PA, PO, SB
chr7	11400000	11440000	CO, H1, HC, LV, MES, MSC, NPC, RV, SX, TRO
chr7	11440000	11480000	AO, GM12878, IMR90, OV
chr7	115680000	115720000	SX
chr7	115720000	115760000	AD, GM12878, HC, LG, MES, MSC, PA, PO, RV
chr7	115760000	115800000	AO, BL, CO, H1, IMR90, LI, LV, NPC, SB, TRO
chr7	115800000	115840000	OV
chr7	116480000	116520000	H1
chr7	116520000	116560000	CO, GM12878, HC, MSC, TRO
chr7	116560000	116600000	NPC
chr7	116760000	116800000	HC
chr7	116800000	116840000	BL, SB
chr7	116840000	116880000	OV, PA, SX
chr7	116880000	116920000	LG, LI, LV, MES, MSC, PO, RV
chr7	116920000	116960000	AD, AO
chr7	116960000	117000000	H1, IMR90
chr7	117000000	117040000	GM12878
chr7	117360000	117400000	TRO
chr7	117840000	117880000	AO
chr7	117880000	117920000	H1, MES, MSC, NPC
chr7	117920000	117960000	AD, GM12878, IMR90, PO, SB, TRO
chr7	117960000	118000000	CO, HC, LI, RV
chr7	118000000	118040000	BL, PA
chr7	118040000	118080000	LG
chr7	118120000	118160000	LV
chr7	118320000	118360000	HC
chr7	118400000	118440000	TRO
chr7	118560000	118600000	SX
chr7	118800000	118840000	LV, OV, RV
chr7	118840000	118880000	LG, NPC, PA, SB
chr7	118880000	118920000	CO, GM12878, HC, MSC
chr7	118920000	118960000	AD, BL, H1, MES, PO, TRO
chr7	118960000	119000000	AO
chr7	11960000	12000000	SX
chr7	120240000	120280000	LV, RV, SX
chr7	120280000	120320000	IMR90, LG
chr7	120320000	120360000	AD, BL, LI, PA, PO, SB
chr7	120360000	120400000	AO
chr7	120400000	120440000	TRO
chr7	120440000	120480000	CO, HC, MSC, OV
chr7	120520000	120560000	NPC
chr7	120640000	120680000	GM12878
chr7	120680000	120720000	MES
chr7	120720000	120760000	H1
chr7	120840000	120880000	AD
chr7	120880000	120920000	LG
chr7	120960000	121000000	OV
chr7	121240000	121280000	MSC, OV
chr7	121600000	121640000	BL, PO
chr7	121640000	121680000	LG, LV, RV
chr7	121680000	121720000	AO, LI, MSC, OV
chr7	121720000	121760000	AD, GM12878, H1, MES, PA, SX, TRO
chr7	121760000	121800000	CO, HC, IMR90, NPC, SB
chr7	122160000	122200000	H1, TRO
chr7	122200000	122240000	MES, NPC
chr7	122240000	122280000	CO, GM12878, HC, IMR90
chr7	122280000	122320000	MSC
chr7	122920000	122960000	SX
chr7	123040000	123080000	PO
chr7	123080000	123120000	AO, BL, LI, MSC, OV, RV, SB
chr7	123120000	123160000	GM12878, HC, IMR90, LG, LV, PA, TRO
chr7	123160000	123200000	AD, CO
chr7	123200000	123240000	H1, MES
chr7	123320000	123360000	NPC
chr7	123520000	123560000	LI, LV, RV
chr7	123560000	123600000	LG, PO, SX
chr7	124560000	124600000	MES, SX
chr7	124600000	124640000	H1, MSC, NPC, TRO
chr7	124640000	124680000	BL, CO, HC, LG, LI, PA, SB
chr7	124680000	124720000	AD, GM12878, OV
chr7	124720000	124760000	IMR90
chr7	125080000	125120000	PO
chr7	12520000	12560000	AD, AO, IMR90, LG, LI, OV, SX
chr7	125200000	125240000	AO, BL
chr7	125280000	125320000	HC, LG, MSC, PA, RV, SX
chr7	125320000	125360000	LI, LV
chr7	125440000	125480000	AD
chr7	12560000	12600000	BL, CO, GM12878, HC, LV, MSC, NPC, PA, RV, TRO
chr7	12600000	12640000	H1, MES, PO, SB
chr7	126320000	126360000	PO
chr7	126960000	127000000	SX
chr7	127120000	127160000	IMR90
chr7	127200000	127240000	BL, LG, LI, LV, MSC, NPC, PO, SB
chr7	127240000	127280000	AD, AO, CO, GM12878, H1, HC, MES, PA, RV, TRO
chr7	127280000	127320000	OV
chr7	127960000	128000000	GM12878, LI
chr7	128000000	128040000	AO, BL, CO, H1, LG, NPC, PO, RV
chr7	128040000	128080000	AD, HC, IMR90, LV, MES, MSC, OV, PA, SB, SX, TRO
chr7	128640000	128680000	BL
chr7	128760000	128800000	LI, SX
chr7	129240000	129280000	NPC, SB
chr7	129280000	129320000	LV, RV
chr7	129320000	129360000	AD, IMR90
chr7	129400000	129440000	LI, TRO
chr7	129560000	129600000	HC
chr7	129640000	129680000	AD, AO, BL, CO, GM12878, IMR90, LV, MES, MSC, NPC, RV
chr7	129680000	129720000	H1, LG, PO, SX
chr7	130520000	130560000	BL, CO, GM12878, H1, LG, LI, RV
chr7	130560000	130600000	AO, HC, LV, MES, NPC, OV, PA, PO, SB, SX, TRO
chr7	130600000	130640000	AD, IMR90, MSC
chr7	131240000	131280000	H1, MES, NPC
chr7	131280000	131320000	AD, AO, BL, CO, LI, MSC, OV, PA, SB, SX, TRO
chr7	131320000	131360000	GM12878, HC, IMR90, LG, LV, PO, RV
chr7	13160000	13200000	PO
chr7	132000000	132040000	H1, MES
chr7	132280000	132320000	OV, TRO
chr7	13240000	13280000	SB
chr7	13280000	13320000	AD, HC, LV, MSC, PA, RV
chr7	132920000	132960000	SB
chr7	13320000	13360000	BL, CO, GM12878, H1, IMR90, LG, LI, MES, NPC, OV, TRO
chr7	13360000	13400000	AO, SX
chr7	133960000	134000000	PO
chr7	134080000	134120000	GM12878, SX
chr7	134120000	134160000	AO, BL, LG, MSC, TRO
chr7	134160000	134200000	IMR90, LV, OV, PA, RV
chr7	134200000	134240000	AD, CO, H1, HC, NPC
chr7	134240000	134280000	MES
chr7	134280000	134320000	LI
chr7	134960000	135000000	NPC
chr7	135000000	135040000	H1, MES, MSC
chr7	135240000	135280000	MES
chr7	135280000	135320000	MSC, TRO
chr7	135320000	135360000	BL, IMR90, LG
chr7	135360000	135400000	AD, CO, H1, HC, LI, LV, OV, PA, RV
chr7	135400000	135440000	PO, SX
chr7	135440000	135480000	GM12878, SB
chr7	135720000	135760000	PA, SB
chr7	135760000	135800000	AO, LI
chr7	135800000	135840000	GM12878
chr7	135840000	135880000	SX
chr7	135880000	135920000	PO
chr7	136480000	136520000	IMR90
chr7	136840000	136880000	HC
chr7	137200000	137240000	AO, GM12878
chr7	137240000	137280000	SB, SX
chr7	137280000	137320000	CO, NPC, PA, PO
chr7	137320000	137360000	H1, HC, LG, LV, RV, TRO
chr7	137360000	137400000	LI, MES, MSC
chr7	137400000	137440000	AD
chr7	137480000	137520000	OV
chr7	137720000	137760000	IMR90
chr7	137760000	137800000	CO, HC
chr7	137800000	137840000	BL
chr7	138640000	138680000	LI
chr7	138680000	138720000	SX
chr7	138720000	138760000	PO
chr7	138760000	138800000	AO, GM12878
chr7	138800000	138840000	HC, LG, PA
chr7	138840000	138880000	CO, MSC, OV, RV
chr7	138880000	138920000	BL, LV, SB, TRO
chr7	138920000	138960000	AD, IMR90, NPC
chr7	139040000	139080000	MES
chr7	139080000	139120000	H1
chr7	140160000	140200000	LV, MES, PO, TRO
chr7	140200000	140240000	AD, AO, H1, HC, LG, LI, MSC, NPC, OV, PA, RV
chr7	140240000	140280000	CO, GM12878, IMR90, SB, SX
chr7	140280000	140320000	BL
chr7	140680000	140720000	OV
chr7	141520000	141560000	H1, MES, NPC, SX
chr7	141560000	141600000	AO, BL, LG, PA, RV, TRO
chr7	141600000	141640000	AD, LV, OV, SB
chr7	141640000	141680000	CO, IMR90
chr7	141880000	141920000	PO
chr7	141920000	141960000	IMR90, MSC, NPC
chr7	141960000	142000000	PA
chr7	142000000	142040000	BL, H1, HC, LG, TRO
chr7	142040000	142080000	MES
chr7	142080000	142120000	AD, GM12878, SB, SX
chr7	142440000	142480000	LG, OV, SB
chr7	142480000	142520000	LI
chr7	142520000	142560000	AD, AO, BL, CO, HC, PA, TRO
chr7	143200000	143240000	AO, BL, GM12878, LI, LV, PO, RV
chr7	143240000	143280000	AD, HC, MSC, OV
chr7	143280000	143320000	CO, H1, MES, NPC, SX
chr7	143320000	143360000	PA, SB
chr7	143560000	143600000	TRO
chr7	143640000	143680000	SX
chr7	143840000	143880000	AD, LV, MES, NPC
chr7	143880000	143920000	CO
chr7	143920000	143960000	BL, HC
chr7	143960000	144000000	LG
chr7	144000000	144040000	AO, IMR90, LI, PA, SB, TRO
chr7	144040000	144080000	GM12878, RV
chr7	144080000	144120000	AD, OV, PO, SX
chr7	144120000	144160000	MSC
chr7	145800000	145840000	OV
chr7	145840000	145880000	AO, H1, MES, NPC
chr7	145880000	145920000	CO, PA, TRO
chr7	145920000	145960000	AD, HC
chr7	145960000	146000000	BL, GM12878, LI, MSC
chr7	146000000	146040000	RV, SB
chr7	146040000	146080000	LV
chr7	146120000	146160000	BL, IMR90, PO
chr7	146200000	146240000	LG
chr7	146280000	146320000	H1, MES, SX
chr7	14720000	14760000	H1, MES, PO
chr7	14760000	14800000	BL, GM12878, LI, TRO
chr7	147960000	148000000	GM12878, SB
chr7	14800000	14840000	CO, HC, LG, MSC, NPC, SX
chr7	148000000	148040000	NPC, TRO
chr7	148080000	148120000	AO, SX
chr7	148120000	148160000	LG, MSC, PO
chr7	148160000	148200000	LV, RV
chr7	148200000	148240000	BL, IMR90, LI, PA
chr7	148240000	148280000	AD, CO, OV
chr7	14840000	14880000	IMR90
chr7	14880000	14920000	AD, OV
chr7	148800000	148840000	SX
chr7	148840000	148880000	CO, GM12878, H1, HC, LG, LI, LV, MES, NPC, RV
chr7	148880000	148920000	AD, AO, BL, IMR90, OV, PA, PO
chr7	148920000	148960000	MSC, TRO
chr7	149000000	149040000	SB
chr7	14920000	14960000	AO
chr7	149400000	149440000	AD, IMR90, LV
chr7	149440000	149480000	BL, CO, GM12878, H1, HC, MES, MSC, RV, SB
chr7	149480000	149520000	LG, NPC, OV, PA, TRO
chr7	149520000	149560000	AO, SX
chr7	149560000	149600000	PO
chr7	14960000	15000000	SB
chr7	150040000	150080000	PO
chr7	15040000	15080000	GM12878, PA
chr7	150560000	150600000	SB
chr7	150640000	150680000	AO, BL, LG, MSC, OV
chr7	150680000	150720000	AD, IMR90, PA, PO
chr7	150720000	150760000	TRO
chr7	150760000	150800000	CO, H1, HC, LV, MES, NPC, RV
chr7	15080000	15120000	LV, MSC, PO, RV
chr7	150840000	150880000	GM12878, SX
chr7	151000000	151040000	LI
chr7	151480000	151520000	RV, TRO
chr7	151520000	151560000	GM12878, H1
chr7	151560000	151600000	OV
chr7	151600000	151640000	MES, MSC
chr7	151720000	151760000	LI, LV
chr7	151760000	151800000	IMR90
chr7	151800000	151840000	TRO
chr7	151840000	151880000	NPC, SX
chr7	151880000	151920000	LG
chr7	152520000	152560000	AD, BL, MES, NPC, OV, SB
chr7	152560000	152600000	AO, CO, H1, HC, IMR90, LG, LI, LV, MSC, PA, PO, RV, TRO
chr7	152600000	152640000	SX
chr7	152640000	152680000	GM12878
chr7	153480000	153520000	HC
chr7	153640000	153680000	HC
chr7	153680000	153720000	CO
chr7	153760000	153800000	MES, NPC, TRO
chr7	153800000	153840000	H1
chr7	154560000	154600000	AO, GM12878, IMR90, LG, LI, LV, MSC, OV, PA, PO, SB, SX
chr7	154600000	154640000	AD, BL, H1, MES, NPC, RV, TRO
chr7	154680000	154720000	CO, HC
chr7	155160000	155200000	H1, HC, MES
chr7	155200000	155240000	CO, PO
chr7	155240000	155280000	AO, BL, IMR90, MSC
chr7	155440000	155480000	NPC
chr7	155480000	155520000	MES
chr7	155520000	155560000	TRO
chr7	155600000	155640000	OV, PO, SX
chr7	155640000	155680000	AO
chr7	157160000	157200000	HC
chr7	157320000	157360000	LG
chr7	157360000	157400000	SX
chr7	157400000	157440000	PO
chr7	16160000	16200000	MES
chr7	16200000	16240000	H1
chr7	16600000	16640000	SB
chr7	16640000	16680000	GM12878, SX
chr7	16680000	16720000	AD, AO, BL, IMR90, LG, LI, OV, PA, TRO
chr7	16720000	16760000	CO, HC, MSC, NPC
chr7	16760000	16800000	LV, RV
chr7	16800000	16840000	H1, MES
chr7	16920000	16960000	PO
chr7	17600000	17640000	PO
chr7	17680000	17720000	H1, HC, NPC, TRO
chr7	17720000	17760000	AD, CO, GM12878, LG, LI, LV, MES, PA, RV, SX
chr7	17760000	17800000	MSC
chr7	17800000	17840000	AO, IMR90
chr7	17840000	17880000	BL
chr7	18080000	18120000	OV
chr7	18120000	18160000	AO
chr7	18280000	18320000	H1, MES
chr7	18360000	18400000	IMR90, MSC
chr7	18400000	18440000	GM12878, LI, NPC
chr7	18440000	18480000	SB
chr7	18480000	18520000	BL, TRO
chr7	18680000	18720000	H1
chr7	18720000	18760000	PA
chr7	18760000	18800000	LG, LI
chr7	18800000	18840000	PO
chr7	19120000	19160000	SX
chr7	19280000	19320000	PO
chr7	19600000	19640000	SX
chr7	19640000	19680000	GM12878, LG, OV, RV
chr7	19680000	19720000	AD, AO, CO, H1, IMR90, LI, LV, MES, PA, PO, SB
chr7	19720000	19760000	BL, HC, MSC, NPC, TRO
chr7	20680000	20720000	H1, NPC
chr7	20720000	20760000	IMR90, LG, MES, MSC, SX, TRO
chr7	20760000	20800000	AD, AO, BL, CO, HC, LI, LV, PA, PO
chr7	20800000	20840000	GM12878, OV, RV
chr7	20840000	20880000	SB
chr7	22040000	22080000	LI
chr7	22080000	22120000	AD, CO, GM12878, H1, HC, RV, SB, TRO
chr7	22120000	22160000	AO, LG, LV, MES, PA, PO, SX
chr7	22160000	22200000	BL, NPC
chr7	22520000	22560000	AO, IMR90
chr7	22560000	22600000	H1, MES, MSC, NPC, PA, PO, SX, TRO
chr7	22600000	22640000	BL, CO, GM12878, HC, LG, LI, LV
chr7	22640000	22680000	OV
chr7	23240000	23280000	MSC, TRO
chr7	23280000	23320000	GM12878, LI, NPC
chr7	23320000	23360000	H1, MES
chr7	23440000	23480000	SB
chr7	23560000	23600000	LI, NPC
chr7	23600000	23640000	AD, AO
chr7	23640000	23680000	BL, GM12878, IMR90, LV, PA, PO, RV, SX
chr7	23680000	23720000	HC, LG
chr7	23720000	23760000	CO, OV
chr7	2440000	2480000	AO, LV, NPC, OV, PA, PO
chr7	24760000	24800000	IMR90
chr7	2480000	2520000	IMR90, LG, LI, MES, MSC, SX, TRO
chr7	24800000	24840000	OV
chr7	25160000	25200000	AD
chr7	25200000	25240000	BL, CO, HC, LG, LV, MES, MSC, NPC, OV, PA, PO, RV, SX, TRO
chr7	25240000	25280000	AO, H1, IMR90, LI
chr7	25280000	25320000	GM12878, SB
chr7	25720000	25760000	GM12878, LI
chr7	25840000	25880000	H1, NPC, SX
chr7	25880000	25920000	MES, MSC
chr7	25920000	25960000	OV, TRO
chr7	26640000	26680000	GM12878
chr7	26720000	26760000	LV, NPC, OV, TRO
chr7	26760000	26800000	AD, H1
chr7	26840000	26880000	MES
chr7	27160000	27200000	MES, NPC, TRO
chr7	2720000	2760000	GM12878, NPC
chr7	27200000	27240000	AD, BL, H1, IMR90, MSC, OV, RV, SB
chr7	27240000	27280000	AO, CO, GM12878, HC, LG, LI, LV, PA, PO
chr7	27280000	27320000	SX
chr7	27560000	27600000	CO
chr7	2760000	2800000	LG, PO, SB
chr7	27600000	27640000	HC
chr7	27680000	27720000	LI
chr7	2800000	2840000	OV, SX
chr7	28160000	28200000	HC
chr7	28200000	28240000	CO, H1, LG, PO
chr7	28240000	28280000	AO, BL, GM12878, LV, MES, NPC, OV, RV, TRO
chr7	28280000	28320000	AD, LI, PA, SB
chr7	28320000	28360000	IMR90, MSC, SX
chr7	28840000	28880000	AD, LI
chr7	28880000	28920000	CO, MES, SB, TRO
chr7	28920000	28960000	H1, HC, MSC, NPC, OV, PA, RV, SX
chr7	28960000	29000000	BL, LG, LV, PO
chr7	29040000	29080000	AO
chr7	29600000	29640000	OV
chr7	29640000	29680000	IMR90, LV, PO, RV, SX
chr7	29680000	29720000	AD, BL, PA
chr7	29720000	29760000	GM12878, NPC
chr7	29840000	29880000	AO
chr7	30080000	30120000	PO
chr7	30120000	30160000	H1, LG, MES, SB
chr7	30160000	30200000	LI, NPC, RV, TRO
chr7	30200000	30240000	LV, MSC
chr7	30240000	30280000	AD
chr7	30680000	30720000	IMR90, LV, MES, MSC, TRO
chr7	30720000	30760000	AD, CO, H1, HC, LG, RV
chr7	30760000	30800000	NPC, OV
chr7	30800000	30840000	BL, LI, PA
chr7	30880000	30920000	SB
chr7	30920000	30960000	SX
chr7	30960000	31000000	PO
