chr	start	end
chr15	54040000	55480000
chr15	55480000	55760000
chr15	55760000	56160000
chr15	56160000	56400000
chr15	56400000	56760000
chr15	56760000	57600000
chr15	57600000	57840000
chr15	57840000	58480000
chr15	58480000	59240000
chr15	59240000	59400000
chr15	59400000	59960000
chr15	59960000	60640000
chr15	60640000	61240000
chr15	61240000	62160000
chr15	62160000	62360000
chr15	62360000	62640000
chr15	62640000	63040000
chr15	63040000	63400000
chr15	63400000	63720000
chr15	63720000	64440000
chr15	64440000	64680000
chr15	64680000	65000000
chr15	65000000	65320000
chr15	65320000	65480000
chr15	65480000	65600000
chr15	65600000	66160000
chr15	66160000	66600000
chr15	66600000	66800000
chr15	66800000	67160000
chr15	67160000	67600000
chr15	67600000	68120000
chr15	68120000	68520000
chr15	68520000	69000000
chr15	69000000	69240000
chr15	69240000	69760000
chr15	69760000	70400000
chr15	70400000	70960000
chr15	70960000	71760000
chr15	71760000	72120000
chr15	72120000	72480000
chr15	72480000	72880000
chr15	72880000	73560000
chr15	73560000	74240000
chr15	74240000	74640000
chr15	74640000	74920000
chr15	74920000	75080000
chr15	75080000	75280000
chr15	75280000	75640000
chr15	75640000	76000000
chr15	76000000	77240000
chr15	77240000	77920000
chr15	77920000	78200000
chr15	78200000	78560000
chr15	78560000	78760000
chr15	78760000	79160000
chr15	79160000	79520000
chr15	79520000	80680000
chr15	80680000	81280000
chr15	81280000	81560000
chr15	81560000	81720000
chr15	81720000	82600000
chr15	83240000	83680000
chr15	83680000	84800000
chr15	84800000	84960000
chr15	85040000	85760000
chr15	85760000	86280000
chr15	86280000	86400000
chr15	86400000	89000000
chr15	89000000	89160000
chr15	89160000	89440000
chr15	89440000	89800000
chr15	89800000	90440000
chr15	90440000	90640000
chr15	90640000	90840000
chr15	90840000	91040000
chr15	91040000	91480000
chr15	91480000	92400000
chr15	92400000	92640000
chr15	92640000	93320000
chr15	93320000	93560000
chr15	93560000	94680000
chr15	94680000	94880000
chr15	94880000	96400000
chr15	96400000	96880000
chr15	96880000	98400000
chr15	98400000	98960000
chr15	98960000	99640000
chr15	99640000	100320000
chr15	100320000	101120000
chr15	101120000	101560000
chr15	101560000	101840000
chr15	101840000	102531392
chr16	40000	440000
chr16	440000	720000
chr16	720000	1280000
chr16	1280000	1880000
chr16	1880000	2200000
chr16	2200000	2600000
chr16	2600000	3040000
chr16	3040000	3560000
chr16	3560000	3960000
chr16	3960000	4480000
chr16	4480000	4680000
chr16	4680000	5160000
chr16	5160000	6720000
chr16	6720000	8600000
chr16	8600000	9240000
chr16	9240000	10360000
chr16	10360000	10600000
chr16	10600000	11040000
chr16	11040000	11480000
chr16	11480000	12000000
chr16	12000000	14000000
chr16	14000000	14360000
chr16	14360000	14800000
chr16	14800000	15800000
chr16	15800000	16360000
chr16	16520000	17560000
chr16	17560000	18400000
chr16	18520000	18800000
chr16	18800000	19560000
chr16	19560000	19920000
chr16	19920000	20760000
chr16	20760000	21160000
chr16	21160000	21400000
chr16	21480000	22200000
chr16	22200000	22480000
chr16	22480000	22720000
chr16	22720000	23080000
chr16	23080000	23600000
chr16	23600000	24040000
chr16	24040000	24520000
chr16	24520000	24840000
chr16	24840000	25240000
chr16	25240000	27160000
chr16	27160000	27480000
chr16	27480000	28120000
chr16	28120000	28760000
chr16	28760000	29480000
chr16	29560000	30200000
chr16	30280000	30720000
chr16	30720000	30960000
chr16	30960000	31480000
chr16	31480000	31960000
chr16	31960000	32680000
chr16	32800000	34040000
chr16	34200000	34640000
chr16	34640000	35240000
chr16	46360000	48240000
chr16	48240000	48680000
chr16	48680000	49440000
chr16	49440000	50040000
chr16	50040000	50840000
chr16	50840000	52040000
chr16	52040000	53080000
chr16	53080000	53520000
chr16	53520000	55040000
chr16	55040000	55480000
chr16	55480000	55760000
chr16	55760000	55920000
chr16	55920000	56400000
chr16	56400000	56760000
chr16	56760000	57320000
chr16	57320000	57560000
chr16	57560000	58040000
chr16	58040000	58200000
chr16	58200000	58360000
chr16	58360000	58800000
chr16	58800000	61080000
chr16	61080000	62200000
chr16	62200000	63360000
chr16	63360000	65160000
chr16	65160000	66400000
chr16	66400000	66920000
chr16	66920000	67240000
chr16	67240000	67520000
chr16	67520000	68000000
chr16	68000000	68120000
chr16	68120000	68280000
chr16	68280000	68880000
chr16	68880000	69160000
chr16	69160000	69360000
chr16	69360000	69800000
chr16	69800000	70280000
chr16	70280000	70720000
chr16	70720000	70840000
chr16	70840000	71680000
chr16	71680000	72040000
chr16	72040000	73280000
chr16	73280000	73600000
chr16	73600000	74320000
chr16	74320000	74680000
chr16	74680000	75200000
chr16	75200000	75680000
chr16	75680000	76680000
chr16	76680000	77240000
chr16	77240000	77640000
chr16	77640000	78120000
chr16	78120000	79640000
chr16	79640000	80560000
chr16	80560000	81000000
chr16	81000000	81400000
chr16	81400000	81800000
chr16	81800000	82280000
chr16	82280000	83960000
chr16	83960000	84120000
chr16	84120000	84520000
chr16	84520000	85080000
chr16	85080000	85840000
chr16	85840000	86560000
chr16	86560000	87440000
chr16	87440000	87800000
chr16	87800000	87960000
chr16	87960000	88640000
chr16	88640000	89320000
chr16	89320000	89760000
chr16	89760000	90354753
chr17	0	640000
chr17	640000	920000
chr17	920000	1120000
chr17	1120000	1760000
chr17	1760000	1960000
chr17	1960000	2240000
chr17	2240000	2600000
chr17	2600000	2920000
chr17	2920000	3600000
chr17	3600000	3760000
chr17	3760000	4040000
chr17	4040000	4320000
chr17	4320000	4600000
chr17	4600000	5000000
chr17	5000000	5360000
chr17	5360000	6360000
chr17	6360000	6560000
chr17	6560000	6920000
chr17	6920000	7120000
chr17	7120000	7440000
chr17	7440000	7960000
chr17	7960000	8280000
chr17	8280000	8680000
chr17	8680000	9480000
chr17	9480000	10200000
chr17	10200000	10560000
chr17	10560000	12040000
chr17	12040000	12920000
chr17	12920000	14200000
chr17	14200000	15120000
chr17	15120000	15440000
chr17	15440000	15720000
chr17	15720000	15920000
chr17	15920000	16880000
chr17	16880000	17240000
chr17	17240000	17560000
chr17	17560000	17720000
chr17	17720000	18000000
chr17	18000000	18480000
chr17	18480000	18920000
chr17	19120000	19840000
chr17	19840000	20240000
chr17	20240000	20920000
chr17	20920000	21200000
chr17	21200000	21520000
chr17	21520000	22280000
chr17	25240000	25960000
chr17	25960000	26240000
chr17	26240000	26680000
chr17	26680000	26920000
chr17	26920000	27280000
chr17	27280000	27600000
chr17	27600000	27920000
chr17	27920000	28440000
chr17	28440000	28640000
chr17	28640000	29080000
chr17	29080000	29720000
chr17	29720000	29880000
chr17	29880000	30280000
chr17	30280000	30520000
chr17	30520000	30760000
chr17	30760000	31240000
chr17	31240000	32080000
chr17	32080000	32520000
chr17	32520000	32720000
chr17	32720000	33480000
chr17	33480000	33920000
chr17	33920000	34160000
chr17	34160000	34520000
chr17	34800000	35600000
chr17	35600000	35920000
chr17	35920000	36280000
chr17	36280000	36480000
chr17	36480000	36840000
chr17	36840000	37360000
chr17	37360000	37680000
chr17	37680000	38160000
chr17	38160000	38320000
chr17	38320000	39840000
chr17	39840000	40720000
chr17	40720000	41000000
chr17	41000000	41160000
chr17	41160000	41400000
chr17	41400000	42280000
chr17	42280000	42440000
chr17	42440000	42840000
chr17	42840000	43200000
chr17	43200000	44040000
chr17	44040000	44640000
chr17	44760000	45120000
chr17	45120000	45560000
chr17	45560000	45760000
chr17	45760000	46720000
chr17	46720000	46960000
chr17	46960000	47360000
chr17	47360000	47920000
chr17	47920000	48200000
chr17	48200000	48440000
chr17	48440000	48800000
chr17	48800000	49360000
chr17	49360000	50240000
chr17	50240000	53000000
chr17	53000000	53440000
chr17	53440000	53600000
chr17	53600000	53880000
chr17	53880000	54880000
chr17	54880000	55920000
chr17	55920000	56080000
chr17	56080000	56280000
chr17	56280000	56560000
chr17	56560000	57240000
chr17	57240000	57760000
chr17	57760000	57960000
chr17	57960000	58160000
chr17	58160000	58760000
chr17	58760000	59480000
chr17	59480000	59680000
chr17	59680000	59960000
chr17	59960000	60480000
chr17	60480000	61040000
chr17	61040000	61520000
chr17	61520000	61920000
chr17	61920000	62440000
chr17	62440000	62760000
chr17	62760000	64200000
chr17	64200000	64680000
chr17	64680000	65080000
chr17	65080000	65360000
chr17	65360000	65960000
chr17	65960000	66480000
chr17	66480000	66760000
chr17	66760000	67280000
chr17	67280000	68160000
chr17	68160000	68640000
chr17	68640000	69080000
chr17	69080000	70120000
chr17	70120000	70560000
chr17	70560000	71240000
chr17	71240000	71400000
chr17	71400000	72200000
chr17	72200000	72880000
chr17	72880000	73640000
chr17	73640000	74360000
chr17	74480000	74720000
chr17	74720000	75080000
chr17	75080000	75280000
chr17	75280000	75480000
chr17	75480000	76080000
chr17	76080000	76240000
chr17	76240000	76440000
chr17	76440000	76840000
chr17	76840000	77000000
chr17	77000000	77400000
chr17	77400000	77560000
chr17	77560000	77720000
chr17	77720000	77960000
chr17	77960000	78360000
chr17	78360000	78960000
chr17	78960000	79200000
chr17	79200000	79640000
chr17	79640000	80200000
chr17	80200000	80600000
chr17	80600000	81195210
chr18	0	640000
chr18	640000	1520000
chr18	1520000	2800000
chr18	2800000	3240000
chr18	3240000	3680000
chr18	3680000	4040000
chr18	4040000	5840000
chr18	5840000	6920000
chr18	6920000	7040000
chr18	7040000	7200000
chr18	7200000	8600000
chr18	8600000	9040000
chr18	9040000	9560000
chr18	9560000	9960000
chr18	9960000	10520000
chr18	10520000	11640000
chr18	11640000	11920000
chr18	11920000	12320000
chr18	12320000	12680000
chr18	12680000	12960000
chr18	12960000	13800000
chr18	13800000	14160000
chr18	14160000	14480000
chr18	14480000	15400000
chr18	18560000	19040000
chr18	19040000	19440000
chr18	19440000	20360000
chr18	20360000	21080000
chr18	21080000	21480000
chr18	21480000	21720000
chr18	21720000	23480000
chr18	23480000	23800000
chr18	23800000	24240000
chr18	24240000	24600000
chr18	24600000	24920000
chr18	24920000	25200000
chr18	25200000	27440000
chr18	27440000	27920000
chr18	27920000	28520000
chr18	28520000	28840000
chr18	28840000	29120000
chr18	29120000	29680000
chr18	29680000	30160000
chr18	30160000	30760000
chr18	30760000	31320000
chr18	31320000	31680000
chr18	31680000	32440000
chr18	32440000	32800000
chr18	32800000	33320000
chr18	33320000	33560000
chr18	33560000	33880000
chr18	33880000	34400000
chr18	34400000	34840000
chr18	34840000	37760000
chr18	37760000	39000000
chr18	39000000	39600000
chr18	39600000	41160000
chr18	41160000	41920000
chr18	41920000	42480000
chr18	42480000	43200000
chr18	43200000	43680000
chr18	43680000	44280000
chr18	44280000	44560000
chr18	44560000	45320000
chr18	45320000	46000000
chr18	46000000	46200000
chr18	46200000	46480000
chr18	46480000	47000000
chr18	47000000	47400000
chr18	47400000	48000000
chr18	48000000	48320000
chr18	48320000	48600000
chr18	48600000	49080000
chr18	49080000	49880000
chr18	49880000	50480000
chr18	50480000	51040000
chr18	51040000	51680000
chr18	51680000	51880000
chr18	51880000	52680000
chr18	52680000	53560000
chr18	53560000	54320000
chr18	54320000	55240000
chr18	55240000	56440000
chr18	56440000	56760000
chr18	56760000	57080000
chr18	57080000	57520000
chr18	57520000	58280000
chr18	58280000	59200000
chr18	59200000	59840000
chr18	59840000	60240000
chr18	60240000	60680000
chr18	60680000	61160000
chr18	61160000	61680000
chr18	61680000	63440000
chr18	63440000	64200000
chr18	64200000	64720000
chr18	64720000	66400000
chr18	66400000	67840000
chr18	67840000	68160000
chr18	68160000	70360000
chr18	70360000	70800000
chr18	70800000	71840000
chr18	71840000	72240000
chr18	72240000	73200000
chr18	73200000	74080000
chr18	74080000	74480000
chr18	74480000	75440000
chr18	75440000	76760000
chr18	76760000	77120000
chr18	77120000	77440000
chr18	77440000	78077248
chr19	80000	520000
chr19	520000	1280000
chr19	1280000	1440000
chr19	1440000	1840000
chr19	1840000	2120000
chr19	2120000	2440000
chr19	2440000	2640000
chr19	2640000	2920000
chr19	2920000	3280000
chr19	3280000	3560000
chr19	3560000	4240000
chr19	4240000	4400000
chr19	4400000	4680000
chr19	4680000	5680000
chr19	5680000	6400000
chr19	6400000	6880000
chr19	6880000	7440000
chr19	7440000	7600000
chr19	7600000	8000000
chr19	8000000	8360000
chr19	8360000	8600000
chr19	8600000	9240000
chr19	9240000	9720000
chr19	9720000	9960000
chr19	9960000	10200000
chr19	10200000	10520000
chr19	10520000	10800000
chr19	10800000	10960000
chr19	10960000	11240000
chr19	11240000	11720000
chr19	11720000	12800000
chr19	12800000	13040000
chr19	13040000	13840000
chr19	13840000	14240000
chr19	14240000	14640000
chr19	14640000	15160000
chr19	15160000	15680000
chr19	15680000	16320000
chr19	16320000	16640000
chr19	16640000	17160000
chr19	17160000	17400000
chr19	17400000	18160000
chr19	18160000	18560000
chr19	18560000	19120000
chr19	19120000	19480000
chr19	19480000	19640000
chr19	19640000	21360000
chr19	21360000	22080000
chr19	22080000	23400000
chr19	23400000	24560000
chr19	27880000	28840000
chr19	28840000	29400000
chr19	29400000	30080000
chr19	30080000	31160000
chr19	31160000	31880000
chr19	31880000	33080000
chr19	33080000	33440000
chr19	33440000	34280000
chr19	34280000	34680000
chr19	34680000	34960000
chr19	34960000	35240000
chr19	35240000	35520000
chr19	35520000	35760000
chr19	35760000	36160000
chr19	36160000	36600000
chr19	36600000	38360000
chr19	38360000	38720000
chr19	38720000	38880000
chr19	38880000	39440000
chr19	39440000	39920000
chr19	39920000	41120000
chr19	41120000	41800000
chr19	41800000	42120000
chr19	42120000	42360000
chr19	42360000	42920000
chr19	42920000	43600000
chr19	43600000	44040000
chr19	44040000	45040000
chr19	45040000	45400000
chr19	45400000	45880000
chr19	45880000	46200000
chr19	46200000	46880000
chr19	46880000	47200000
chr19	47200000	47520000
chr19	47520000	47760000
chr19	47760000	48440000
chr19	48440000	48800000
chr19	48800000	49000000
chr19	49000000	49120000
chr19	49120000	49720000
chr19	49720000	50000000
chr19	50000000	50120000
chr19	50120000	50400000
chr19	50400000	50640000
chr19	50640000	50840000
chr19	50840000	51640000
chr19	51640000	52320000
chr19	52320000	53280000
chr19	53280000	53680000
chr19	53680000	54280000
chr19	54280000	54640000
chr19	54640000	54960000
chr19	54960000	55560000
chr19	55560000	56200000
chr19	56200000	56880000
chr19	56880000	57720000
chr19	57720000	59128983
chr20	40000	760000
chr20	760000	1200000
chr20	1200000	1440000
chr20	1440000	1720000
chr20	1720000	2160000
chr20	2160000	2440000
chr20	2440000	2640000
chr20	2640000	3040000
chr20	3040000	3760000
chr20	3760000	4600000
chr20	4600000	4720000
chr20	4720000	5120000
chr20	5120000	5480000
chr20	5480000	6080000
chr20	6080000	7080000
chr20	7080000	7360000
chr20	7360000	7920000
chr20	7920000	8720000
chr20	8720000	9360000
chr20	9360000	9880000
chr20	9880000	10400000
chr20	10400000	11560000
chr20	11560000	12880000
chr20	12880000	13800000
chr20	13800000	14080000
chr20	14080000	14960000
chr20	14960000	15360000
chr20	15360000	16760000
chr20	16760000	17480000
chr20	17480000	17960000
chr20	17960000	18280000
chr20	18280000	19160000
chr20	19160000	19640000
chr20	19640000	20040000
chr20	20040000	20560000
chr20	20560000	21600000
chr20	21600000	22280000
chr20	22280000	22640000
chr20	22640000	23360000
chr20	23360000	23640000
chr20	23640000	24960000
chr20	24960000	25160000
chr20	25160000	25400000
chr20	25400000	26280000
chr20	29400000	29680000
chr20	29800000	31080000
chr20	31080000	31240000
chr20	31240000	31960000
chr20	31960000	32280000
chr20	32280000	32760000
chr20	32760000	33120000
chr20	33120000	33400000
chr20	33400000	33680000
chr20	33680000	33880000
chr20	33880000	34040000
chr20	34040000	34280000
chr20	34280000	34560000
chr20	34560000	34760000
chr20	34760000	35120000
chr20	35120000	35600000
chr20	35600000	36160000
chr20	36160000	36680000
chr20	36680000	37080000
chr20	37080000	37560000
chr20	37560000	38760000
chr20	38760000	39600000
chr20	39600000	39760000
chr20	39760000	40000000
chr20	40000000	40320000
chr20	40320000	42080000
chr20	42080000	42840000
chr20	42840000	43280000
chr20	43280000	43520000
chr20	43520000	43920000
chr20	43920000	44440000
chr20	44440000	44600000
chr20	44600000	45080000
chr20	45080000	45320000
chr20	45320000	45800000
chr20	45800000	46280000
chr20	46280000	47240000
chr20	47240000	47600000
chr20	47600000	47880000
chr20	47880000	48160000
chr20	48160000	48560000
chr20	48560000	48720000
chr20	48720000	49200000
chr20	49200000	49400000
chr20	49400000	49600000
chr20	49600000	49960000
chr20	49960000	50240000
chr20	50240000	50720000
chr20	50720000	52160000
chr20	52160000	52840000
chr20	52840000	53280000
chr20	53280000	54960000
chr20	54960000	55640000
chr20	55640000	55920000
chr20	55920000	56800000
chr20	56800000	57040000
chr20	57040000	57280000
chr20	57280000	57440000
chr20	57440000	57640000
chr20	57640000	58120000
chr20	58120000	59840000
chr20	59840000	60520000
chr20	60520000	61440000
chr20	61440000	62160000
chr20	62160000	63025520
chr21	9600000	10240000
chr21	10360000	10680000
chr21	10680000	11200000
chr21	14360000	15600000
chr21	15600000	17240000
chr21	17240000	17720000
chr21	17720000	18000000
chr21	18000000	18760000
chr21	18760000	19000000
chr21	19000000	19280000
chr21	19280000	21360000
chr21	21360000	22360000
chr21	22360000	23320000
chr21	23320000	24200000
chr21	24200000	24800000
chr21	24800000	25080000
chr21	25080000	26960000
chr21	26960000	27560000
chr21	27560000	28120000
chr21	28120000	29080000
chr21	29080000	30360000
chr21	30360000	30760000
chr21	30760000	31240000
chr21	31240000	31640000
chr21	31640000	32480000
chr21	32480000	33040000
chr21	33040000	33680000
chr21	33680000	34000000
chr21	34000000	34560000
chr21	34560000	34880000
chr21	34880000	35280000
chr21	35280000	35720000
chr21	35720000	36040000
chr21	36040000	36800000
chr21	36800000	37480000
chr21	37480000	37760000
chr21	37760000	38320000
chr21	38320000	38480000
chr21	38480000	38920000
chr21	38920000	39520000
chr21	39520000	39760000
chr21	39760000	40080000
chr21	40080000	40560000
chr21	40560000	40800000
chr21	40800000	42520000
chr21	42520000	42960000
chr21	42960000	43240000
chr21	43240000	43560000
chr21	43560000	43960000
chr21	43960000	44280000
chr21	44280000	44560000
chr21	44560000	44840000
chr21	44840000	45200000
chr21	45200000	45520000
chr21	45520000	45720000
chr21	45720000	46200000
chr21	46200000	46560000
chr21	46560000	46960000
chr21	46960000	47360000
chr21	47360000	48129895
chr22	16080000	16440000
chr22	16840000	17240000
chr22	17240000	17400000
chr22	17400000	18040000
chr22	18040000	18680000
chr22	18800000	19480000
chr22	19480000	19720000
chr22	19720000	19960000
chr22	19960000	20120000
chr22	20120000	20320000
chr22	20680000	21120000
chr22	21120000	21640000
chr22	21800000	22040000
chr22	22040000	22320000
chr22	22320000	23480000
chr22	23480000	24200000
chr22	24200000	24680000
chr22	24680000	25000000
chr22	25000000	25280000
chr22	25280000	25600000
chr22	25600000	26200000
chr22	26200000	26760000
chr22	26760000	27080000
chr22	27080000	27800000
chr22	27800000	28280000
chr22	28280000	29000000
chr22	29000000	29240000
chr22	29240000	29680000
chr22	29680000	30480000
chr22	30480000	30800000
chr22	30800000	31320000
chr22	31320000	31720000
chr22	31720000	32360000
chr22	32360000	32880000
chr22	32880000	33640000
chr22	33640000	35680000
chr22	35680000	36000000
chr22	36000000	36680000
chr22	36680000	36920000
chr22	36920000	37440000
chr22	37440000	37640000
chr22	37640000	37960000
chr22	37960000	38200000
chr22	38200000	38360000
chr22	38360000	38760000
chr22	38760000	39120000
chr22	39120000	39520000
chr22	39520000	39720000
chr22	39720000	39920000
chr22	39920000	40440000
chr22	40440000	40760000
chr22	40760000	41040000
chr22	41040000	41320000
chr22	41320000	41720000
chr22	41720000	42040000
chr22	42040000	42960000
chr22	42960000	43560000
chr22	43560000	44280000
chr22	44280000	45080000
chr22	45080000	45560000
chr22	45560000	45960000
chr22	45960000	46400000
chr22	46400000	46520000
chr22	46520000	46720000
chr22	46720000	46960000
chr22	46960000	47120000
chr22	47120000	48920000
chr22	48920000	50160000
chr22	50160000	50680000
chr22	50680000	51304566
chrX	2680000	3560000
chrX	3560000	3760000
chrX	3960000	5920000
chrX	5920000	6960000
chrX	6960000	7920000
chrX	7920000	8720000
chrX	8720000	9840000
chrX	9840000	10120000
chrX	10120000	10600000
chrX	10600000	11160000
chrX	11160000	11520000
chrX	11520000	11800000
chrX	11800000	12800000
chrX	12800000	13520000
chrX	13520000	13760000
chrX	13760000	14560000
chrX	14560000	15320000
chrX	15320000	15680000
chrX	15680000	16800000
chrX	16800000	17760000
chrX	17760000	18360000
chrX	18360000	19360000
chrX	19360000	19560000
chrX	19560000	19920000
chrX	19920000	20160000
chrX	20160000	20480000
chrX	20480000	21840000
chrX	21840000	23680000
chrX	23680000	23920000
chrX	23920000	24080000
chrX	24080000	24280000
chrX	24280000	24720000
chrX	24720000	25200000
chrX	25200000	27400000
chrX	27400000	28600000
chrX	28600000	29120000
chrX	29120000	30240000
chrX	30240000	30560000
chrX	30560000	31720000
chrX	31720000	32360000
chrX	32360000	33400000
chrX	33400000	34360000
chrX	34360000	35880000
chrX	35880000	36960000
chrX	36960000	37120000
chrX	37120000	37720000
chrX	37720000	38200000
chrX	38200000	38520000
chrX	38520000	39480000
chrX	39480000	40440000
chrX	40440000	41120000
chrX	41120000	42400000
chrX	42400000	43440000
chrX	43440000	43680000
chrX	43680000	44120000
chrX	44120000	44720000
chrX	44720000	45080000
chrX	45080000	45640000
chrX	45640000	46400000
chrX	46400000	47000000
chrX	47000000	47400000
chrX	47400000	47920000
chrX	47920000	48440000
chrX	48440000	49080000
chrX	49360000	50400000
chrX	50400000	50760000
chrX	50760000	51200000
chrX	51200000	52120000
chrX	52560000	52920000
chrX	52920000	54040000
chrX	54040000	54560000
chrX	54560000	54840000
chrX	54840000	55120000
chrX	55120000	56320000
chrX	56320000	56760000
chrX	56760000	58400000
chrX	61680000	62360000
chrX	62480000	62920000
chrX	62920000	64760000
chrX	64760000	65240000
chrX	65240000	65960000
chrX	65960000	67400000
chrX	67400000	67720000
chrX	67720000	67960000
chrX	67960000	68640000
chrX	68640000	69360000
chrX	69360000	69960000
chrX	69960000	70200000
chrX	70200000	70600000
chrX	70600000	70920000
chrX	71080000	71400000
chrX	71400000	71960000
chrX	72200000	73040000
chrX	73040000	73400000
chrX	73400000	73600000
chrX	73600000	73800000
chrX	73800000	75360000
chrX	75360000	76880000
chrX	76880000	77400000
chrX	77400000	78360000
chrX	78360000	79920000
chrX	79920000	80680000
chrX	80680000	83120000
chrX	83120000	84320000
chrX	84320000	84840000
chrX	84840000	86560000
chrX	86560000	86960000
chrX	86960000	87880000
chrX	87880000	89000000
chrX	89000000	91040000
chrX	91040000	92320000
chrX	92320000	92800000
chrX	92800000	94040000
chrX	94040000	95600000
chrX	95600000	95920000
chrX	95920000	96720000
chrX	96720000	96960000
chrX	96960000	97840000
chrX	97840000	98200000
chrX	98200000	99720000
chrX	99720000	100640000
chrX	100640000	101080000
chrX	101080000	101480000
chrX	101720000	102160000
chrX	102160000	102440000
chrX	102440000	102760000
chrX	102760000	102960000
chrX	102960000	103080000
chrX	103080000	103400000
chrX	103400000	104440000
chrX	104440000	105160000
chrX	105160000	105400000
chrX	105400000	105680000
chrX	105680000	106080000
chrX	106080000	106880000
chrX	106880000	107360000
chrX	107360000	107880000
chrX	107880000	108720000
chrX	108720000	108880000
chrX	108880000	109120000
chrX	109120000	109400000
chrX	109400000	109680000
chrX	109680000	110120000
chrX	110120000	110360000
chrX	110360000	110520000
chrX	110520000	110920000
chrX	110920000	111920000
chrX	111920000	113160000
chrX	113160000	113840000
chrX	113840000	114520000
chrX	114520000	114960000
chrX	114960000	117440000
chrX	117440000	117760000
chrX	117760000	117960000
chrX	117960000	118600000
chrX	118600000	119080000
chrX	119080000	119440000
chrX	119440000	119600000
chrX	119600000	119800000
chrX	119800000	121160000
chrX	121160000	122720000
chrX	122720000	123240000
chrX	123240000	124280000
chrX	124280000	124920000
chrX	124920000	125880000
chrX	125880000	127240000
chrX	127240000	128680000
chrX	128680000	129200000
chrX	129200000	129360000
chrX	129360000	130080000
chrX	130080000	130840000
chrX	130840000	131760000
chrX	131760000	132120000
chrX	132120000	132400000
chrX	132400000	132880000
chrX	132880000	133560000
chrX	133560000	133920000
chrX	133920000	134080000
chrX	134080000	134760000
chrX	134760000	134920000
chrX	134920000	136040000
chrX	136040000	137160000
chrX	137160000	137840000
chrX	137840000	139080000
chrX	139080000	139800000
chrX	139800000	141200000
chrX	141200000	141720000
chrX	141720000	142520000
chrX	142520000	143200000
chrX	143200000	143520000
chrX	143520000	144280000
chrX	144280000	145320000
chrX	145320000	147000000
chrX	147000000	147960000
chrX	147960000	148600000
chrX	148600000	149040000
chrX	149040000	149920000
chrX	149920000	150280000
chrX	150280000	150880000
chrX	150880000	152120000
chrX	152120000	152800000
chrX	152800000	152960000
chrX	152960000	153240000
chrX	153240000	153600000
chrX	153600000	153800000
chrX	153800000	154120000
chrX	154120000	154920000
chrY	13240000	13560000
